Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,11,3060889,Maa Dakhinakali Sanitary,05-Sep-2025 02:56 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,3056422,MAA TARINI CONSTRUCTION,06-Sep-2025 12:32 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,3073407,MADHABANANDA DASH,10-Sep-2025 11:04 AM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,3065584,MAHABIR PRASAD MISHRA,08-Sep-2025 08:09 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,3063130,Mahaveer Enterprises,04-Sep-2025 11:39 AM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,3069484,MANAS RANJAN PRADHAN,09-Sep-2025 05:36 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,3068687,M/s A. GANAPATI,08-Sep-2025 06:08 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,3073916,M/S SMALL ENGINEERING AND CONSTRUCTION,10-Sep-2025 01:31 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,3065656,M/s Smart Sanitary,06-Sep-2025 07:13 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,3069803,NITISH KUMAR DAS,08-Sep-2025 07:26 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,3064551,RABI NARAYAN MOHAPATRA,05-Sep-2025 04:08 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,3060907,Rajkishor Jena,05-Sep-2025 02:59 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,3062376,R Infotech Prop-Rajendra Kumar sahu,03-Sep-2025 01:25 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,3063656,SAI ARADHYA CONSTRUCTION,06-Sep-2025 02:43 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,3063702,SANTOSH TRADERS,05-Sep-2025 05:00 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,3063444,SARADA PRASAD NAYAK,04-Sep-2025 01:53 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,3060676,SAROJ KUMAR NAYAK,03-Sep-2025 11:18 AM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,3068696,SASMITA JENA,08-Sep-2025 12:57 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,3058662,SNEHANJALI JENA,01-Sep-2025 01:26 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,3072501,SWASTIK ENTERPRISES,09-Sep-2025 06:00 PM,Rejected-AOC,Not a lowest bidder,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,31,3063409,Tapas Kumar Jena,04-Sep-2025 01:37 PM,Accepted-AOC,Lowest bidder in Lottery,30-Oct-2025 01:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
